price,year,manufacturer,model,condition,fuel,odometer,title_status,transmission,drive,type,paint_color,state,cylinders_num
27988,2017.0,Ford,Ford F-150,fair,gas,148840.0,clean,automatic,4wd,other,black,sc,8.0
41988,2019.0,Ford,Ford F-150,fair,gas,15491.0,clean,automatic,4wd,other,black,sc,8.0
34590,2018.0,Ford,Ford F-150,good,gas,20856.0,clean,other,4wd,pickup,white,sc,6.0
28990,2016.0,Chevrolet,Chevrolet Silverado 1500,like new,gas,118630.0,clean,automatic,4wd,truck,white,sc,8.0
38990,2018.0,Ford,Ford F-150,good,gas,36881.0,clean,automatic,4wd,pickup,red,sc,6.0
30900,2015.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,113000.0,clean,automatic,4wd,truck,red,sc,8.0
37900,2018.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,23000.0,clean,automatic,4wd,truck,black,sc,8.0
29900,2014.0,Ford,Ford F-150,excellent,gas,114000.0,clean,automatic,4wd,truck,white,sc,8.0
20998,2018.0,Toyota,Toyota Camry,fair,gas,62838.0,clean,automatic,fwd,sedan,silver,sc,4.0
9990,2011.0,Toyota,Toyota Camry,excellent,gas,115306.0,clean,automatic,fwd,sedan,grey,sc,4.0
3500,2007.0,Toyota,Toyota Camry,excellent,gas,121000.0,clean,automatic,fwd,sedan,silver,sc,4.0
38500,2015.0,Ford,Ford F-150,good,gas,76309.0,clean,automatic,4wd,truck,grey,sc,8.0
15900,2007.0,Chevrolet,Chevrolet Silverado 1500,new,gas,163195.0,clean,automatic,4wd,pickup,white,sc,8.0
6995,2001.0,Chevrolet,Chevrolet Silverado 1500,good,gas,200920.0,clean,automatic,rwd,pickup,white,sc,6.0
9495,2000.0,Chevrolet,Chevrolet Silverado 1500,good,gas,167393.0,clean,automatic,rwd,pickup,white,sc,8.0
14500,2012.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,182000.0,clean,automatic,4wd,truck,grey,sc,8.0
12900,2010.0,Chevrolet,Chevrolet Silverado 1500,good,gas,248000.0,clean,automatic,4wd,truck,white,sc,8.0
10000,2008.0,Chevrolet,Chevrolet Silverado 1500,good,gas,189000.0,clean,automatic,4wd,truck,blue,sc,8.0
11700,2010.0,Ford,Ford F-150,good,gas,204000.0,clean,automatic,4wd,truck,black,sc,8.0
11900,2010.0,Chevrolet,Chevrolet Silverado 1500,good,gas,193000.0,clean,automatic,4wd,truck,black,sc,8.0
5332,2003.0,Chevrolet,Chevrolet Silverado 1500,good,gas,247296.0,clean,automatic,rwd,SUV,red,sc,8.0
56500,2020.0,Ford,Ford F-150,excellent,gas,11000.0,clean,automatic,4wd,truck,blue,sc,6.0
28000,2013.0,Ford,Ford F-150,like new,gas,75000.0,clean,automatic,4wd,truck,blue,sc,8.0
21300,2016.0,Ford,Ford F-150,excellent,gas,169000.0,clean,automatic,rwd,pickup,silver,sc,6.0
27900,2014.0,Ford,Ford F-150,good,gas,130000.0,clean,automatic,4wd,pickup,black,sc,8.0
4500,2001.0,Toyota,Toyota Camry,good,gas,194000.0,clean,automatic,fwd,sedan,Unknown,sc,4.0
7000,2002.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,251000.0,clean,automatic,4wd,SUV,grey,sc,8.0
17590,2015.0,Toyota,Toyota Camry,good,gas,42590.0,clean,other,fwd,sedan,black,sc,4.0
7930,2008.0,Toyota,Toyota Camry,fair,gas,163124.0,clean,automatic,fwd,sedan,blue,sc,4.0
34590,2020.0,Ford,Ford F-150,good,other,7575.0,clean,other,4wd,pickup,black,sc,6.0
8900,2009.0,Toyota,Toyota Camry,excellent,hybrid,62000.0,clean,automatic,fwd,sedan,silver,sc,4.0
29990,2014.0,Chevrolet,Chevrolet Silverado 1500,good,gas,26129.0,clean,other,4wd,pickup,brown,sc,8.0
28990,2016.0,Chevrolet,Chevrolet Silverado 1500,like new,gas,118630.0,clean,automatic,4wd,truck,white,sc,8.0
26990,2014.0,Chevrolet,Chevrolet Silverado 1500,good,gas,63129.0,clean,automatic,4wd,pickup,black,sc,6.0
32990,2019.0,Chevrolet,Chevrolet Silverado 1500,good,other,6897.0,clean,other,4wd,pickup,black,sc,8.0
23990,2016.0,Chevrolet,Chevrolet Silverado 1500,good,gas,41568.0,clean,other,4wd,pickup,white,sc,6.0
13998,2010.0,Chevrolet,Chevrolet Silverado 1500,like new,hybrid,149486.0,clean,automatic,rwd,truck,white,sc,8.0
15880,2010.0,Ford,Ford F-150,like new,gas,164110.0,clean,automatic,fwd,pickup,silver,sc,8.0
16880,2012.0,Chevrolet,Chevrolet Silverado 1500,like new,other,140702.0,clean,automatic,fwd,pickup,blue,sc,8.0
14880,2011.0,Chevrolet,Chevrolet Silverado 1500,excellent,other,162598.0,clean,automatic,fwd,pickup,Unknown,sc,8.0
8998,2009.0,Toyota,Toyota Camry,good,gas,170294.0,clean,automatic,fwd,sedan,white,sc,4.0
10490,2012.0,Toyota,Toyota Camry,excellent,gas,155000.0,clean,automatic,fwd,sedan,black,sc,6.0
9800,2004.0,Chevrolet,Chevrolet Silverado 1500,new,gas,166361.0,clean,automatic,4wd,pickup,white,sc,8.0
22590,2013.0,Ford,Ford F-150,good,other,14169.0,clean,other,4wd,pickup,silver,sc,6.0
39590,2019.0,Ford,Ford F-150,good,gas,16010.0,clean,automatic,4wd,pickup,blue,sc,6.0
10999,2008.0,Ford,Ford F-150,excellent,gas,245126.0,clean,automatic,4wd,truck,white,sc,8.0
28990,2016.0,Chevrolet,Chevrolet Silverado 1500,like new,gas,118630.0,clean,automatic,4wd,truck,white,sc,8.0
30900,2015.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,113000.0,clean,automatic,4wd,truck,red,sc,8.0
37900,2018.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,23000.0,clean,automatic,4wd,truck,black,sc,8.0
29900,2014.0,Ford,Ford F-150,excellent,gas,114000.0,clean,automatic,4wd,truck,white,sc,8.0
23990,2018.0,Toyota,Toyota Camry,excellent,gas,48000.0,clean,automatic,fwd,sedan,white,sc,4.0
11995,2011.0,Chevrolet,Chevrolet Silverado 1500,good,gas,186450.0,clean,other,4wd,truck,grey,sc,8.0
8500,2007.0,Ford,Ford F-150,good,gas,220000.0,clean,automatic,4wd,truck,red,sc,8.0
4000,1997.0,Ford,Ford F-150,fair,gas,260000.0,clean,automatic,4wd,pickup,Unknown,sc,8.0
25999,2017.0,Ford,Ford F-150,like new,gas,50000.0,clean,automatic,4wd,pickup,black,sc,6.0
21900,2014.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,171000.0,clean,automatic,rwd,truck,black,sc,6.0
9500,1996.0,Chevrolet,Chevrolet Silverado 1500,good,gas,176000.0,clean,automatic,4wd,pickup,Unknown,sc,8.0
15510,2016.0,Toyota,Toyota Camry,good,gas,88359.0,clean,automatic,fwd,sedan,white,sc,4.0
12859,2015.0,Toyota,Toyota Camry,good,gas,102144.0,clean,automatic,fwd,sedan,silver,sc,4.0
9968,2014.0,Toyota,Toyota Camry,good,gas,171391.0,clean,automatic,fwd,sedan,silver,sc,4.0
41000,2013.0,Chevrolet,Chevrolet Silverado 1500,excellent,diesel,56640.0,clean,automatic,4wd,truck,white,sc,8.0
34000,2015.0,Ford,Ford F-150,like new,gas,155000.0,clean,automatic,4wd,pickup,white,sc,6.0
9980,2013.0,Ford,Ford F-150,good,gas,123976.0,clean,automatic,rwd,truck,black,sc,6.0
37900,2018.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,23000.0,clean,automatic,4wd,truck,black,sc,8.0
30900,2015.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,113000.0,clean,automatic,4wd,truck,red,sc,8.0
29900,2014.0,Ford,Ford F-150,excellent,gas,114000.0,clean,automatic,4wd,truck,white,sc,8.0
21995,2013.0,Ford,Ford F-150,excellent,gas,99026.0,clean,automatic,4wd,pickup,Unknown,sc,6.0
19990,2013.0,Chevrolet,Chevrolet Silverado 1500,good,gas,40084.0,clean,other,4wd,pickup,black,sc,6.0
34990,2017.0,Chevrolet,Chevrolet Silverado 1500,good,other,30559.0,clean,other,4wd,pickup,white,sc,8.0
30998,2016.0,Ford,Ford F-150,like new,gas,77801.0,clean,automatic,4wd,truck,silver,sc,6.0
27395,2015.0,Ford,Ford F-150,like new,gas,87506.0,clean,automatic,4wd,truck,black,sc,6.0
22900,2014.0,Ford,Ford F-150,like new,gas,32561.0,clean,automatic,4wd,truck,grey,sc,6.0
23998,2019.0,Ford,Ford F-150,like new,gas,24635.0,clean,automatic,rwd,truck,silver,sc,6.0
38991,2020.0,Ford,Ford F-150,like new,gas,10554.0,clean,automatic,4wd,truck,silver,sc,6.0
35969,2017.0,Chevrolet,Chevrolet Silverado 1500,like new,gas,90170.0,clean,automatic,4wd,pickup,silver,sc,8.0
56500,2020.0,Chevrolet,Chevrolet Silverado 1500,like new,gas,13500.0,clean,automatic,4wd,truck,white,sc,8.0
30928,2014.0,Chevrolet,Chevrolet Silverado 1500,like new,gas,109480.0,clean,automatic,4wd,truck,black,sc,8.0
12880,2012.0,Chevrolet,Chevrolet Silverado 1500,fair,other,177376.0,clean,automatic,4wd,other,black,sc,8.0
14500,2005.0,Ford,Ford F-150,good,gas,71911.0,clean,automatic,rwd,truck,red,sc,8.0
22995,2013.0,Chevrolet,Chevrolet Silverado 1500,good,gas,39092.0,clean,other,rwd,truck,white,sc,8.0
22850,2011.0,Ford,Ford F-150,good,gas,123758.0,clean,automatic,4wd,truck,red,sc,6.0
9999,2009.0,Toyota,Toyota Camry,excellent,gas,222703.0,clean,automatic,fwd,sedan,silver,sc,4.0
30853,2014.0,Ford,Ford F-150,like new,gas,105048.0,clean,automatic,4wd,offroad,Unknown,sc,8.0
31973,2015.0,Ford,Ford F-150,like new,gas,124582.0,clean,automatic,4wd,offroad,Unknown,sc,8.0
27963,2014.0,Chevrolet,Chevrolet Silverado 1500,like new,gas,117567.0,clean,automatic,4wd,offroad,Unknown,sc,8.0
11000,2012.0,Toyota,Toyota Camry,excellent,gas,140000.0,clean,automatic,fwd,sedan,red,sc,4.0
24995,2013.0,Chevrolet,Chevrolet Silverado 1500,good,gas,51349.0,clean,other,4wd,truck,silver,sc,8.0
9990,2013.0,Toyota,Toyota Camry,excellent,gas,146384.0,clean,automatic,fwd,sedan,red,sc,4.0
30900,2015.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,113000.0,clean,automatic,4wd,truck,red,sc,8.0
37900,2018.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,23000.0,clean,automatic,4wd,truck,black,sc,8.0
29900,2014.0,Ford,Ford F-150,excellent,gas,114000.0,clean,automatic,4wd,truck,white,sc,8.0
18995,2015.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,145701.0,clean,automatic,4wd,pickup,Unknown,sc,8.0
6995,2004.0,Chevrolet,Chevrolet Silverado 1500,good,gas,168847.0,clean,automatic,rwd,truck,white,sc,6.0
7990,2009.0,Toyota,Toyota Camry,excellent,gas,92032.0,clean,automatic,fwd,sedan,silver,sc,6.0
54500,2019.0,Ford,Ford F-150,fair,gas,12284.0,clean,automatic,4wd,pickup,white,sc,6.0
10000,2020.0,Ford,Ford F-150,good,gas,100000.0,clean,automatic,4wd,pickup,Unknown,sc,8.0
37900,2019.0,Chevrolet,Chevrolet Silverado 1500,fair,other,11144.0,clean,automatic,rwd,pickup,white,sc,8.0
18590,2017.0,Toyota,Toyota Camry,good,gas,30223.0,clean,other,fwd,sedan,silver,sc,4.0
35988,2016.0,Ford,Ford F-150,fair,gas,142842.0,clean,automatic,4wd,pickup,white,sc,6.0
7498,2011.0,Toyota,Toyota Camry,good,gas,209428.0,clean,automatic,fwd,sedan,Unknown,sc,4.0
27988,2013.0,Ford,Ford F-150,like new,gas,112868.0,clean,automatic,4wd,offroad,Unknown,sc,8.0
39990,2018.0,Ford,Ford F-150,good,other,41886.0,clean,other,4wd,pickup,blue,sc,8.0
46990,2020.0,Ford,Ford F-150,good,gas,13935.0,clean,other,4wd,pickup,black,sc,8.0
18995,2014.0,Ford,Ford F-150,excellent,gas,134161.0,clean,automatic,4wd,pickup,Unknown,sc,6.0
21995,2013.0,Chevrolet,Chevrolet Silverado 1500,good,gas,70283.0,clean,other,rwd,truck,white,sc,8.0
13480,2011.0,Chevrolet,Chevrolet Silverado 1500,fair,other,116590.0,clean,automatic,fwd,pickup,blue,sc,8.0
14900,2010.0,Chevrolet,Chevrolet Silverado 1500,good,gas,179273.0,clean,automatic,4wd,truck,grey,sc,8.0
20800,2014.0,Chevrolet,Chevrolet Silverado 1500,good,gas,178000.0,clean,automatic,4wd,truck,grey,sc,8.0
25500,2020.0,Toyota,Toyota Camry,fair,gas,15994.0,clean,automatic,fwd,sedan,white,sc,4.0
20777,2015.0,Ford,Ford F-150,like new,gas,141690.0,clean,automatic,4wd,truck,grey,sc,6.0
7995,2005.0,Ford,Ford F-150,good,gas,199000.0,clean,automatic,4wd,pickup,Unknown,sc,8.0
20500,2014.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,121000.0,clean,automatic,4wd,SUV,blue,sc,8.0
12990,2013.0,Chevrolet,Chevrolet Silverado 1500,good,gas,170000.0,clean,automatic,4wd,pickup,white,sc,8.0
5500,1992.0,Chevrolet,Chevrolet Silverado 1500,good,gas,286278.0,clean,manual,rwd,truck,custom,sc,6.0
8000,2008.0,Chevrolet,Chevrolet Silverado 1500,good,gas,109000.0,clean,automatic,4wd,offroad,silver,sc,8.0
7681,2010.0,Toyota,Toyota Camry,good,gas,184001.0,clean,automatic,fwd,sedan,silver,sc,4.0
25998,2014.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,139000.0,clean,automatic,4wd,truck,brown,sc,8.0
30900,2015.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,113000.0,clean,automatic,4wd,truck,red,sc,8.0
37900,2018.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,23000.0,clean,automatic,4wd,truck,black,sc,8.0
26900,2015.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,100300.0,clean,automatic,4wd,truck,silver,sc,8.0
39590,2020.0,Chevrolet,Chevrolet Silverado 1500,good,gas,19160.0,clean,other,4wd,pickup,red,sc,8.0
24590,2017.0,Chevrolet,Chevrolet Silverado 1500,good,gas,40784.0,clean,other,4wd,pickup,white,sc,6.0
37590,2019.0,Ford,Ford F-150,good,gas,8663.0,clean,other,4wd,pickup,Unknown,sc,6.0
34590,2018.0,Ford,Ford F-150,good,gas,20856.0,clean,other,4wd,pickup,white,sc,6.0
26990,2016.0,Ford,Ford F-150,good,gas,14230.0,clean,other,4wd,pickup,black,sc,6.0
7000,2007.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,157000.0,clean,manual,4wd,pickup,Unknown,sc,8.0
32990,2019.0,Chevrolet,Chevrolet Silverado 1500,good,other,6897.0,clean,other,4wd,pickup,black,sc,8.0
23990,2016.0,Chevrolet,Chevrolet Silverado 1500,good,gas,41568.0,clean,other,4wd,pickup,white,sc,6.0
29990,2014.0,Chevrolet,Chevrolet Silverado 1500,good,gas,26129.0,clean,other,4wd,pickup,brown,sc,8.0
10000,2013.0,Toyota,Toyota Camry,excellent,gas,140800.0,clean,automatic,fwd,sedan,grey,sc,4.0
26990,2014.0,Chevrolet,Chevrolet Silverado 1500,good,gas,63129.0,clean,automatic,4wd,pickup,black,sc,6.0
36990,2017.0,Ford,Ford F-150,good,other,15443.0,clean,automatic,4wd,pickup,red,sc,6.0
8844,2008.0,Toyota,Toyota Camry,like new,gas,125984.0,clean,automatic,fwd,sedan,blue,sc,4.0
22590,2013.0,Ford,Ford F-150,good,other,14169.0,clean,other,4wd,pickup,silver,sc,6.0
18590,2017.0,Toyota,Toyota Camry,good,gas,30223.0,clean,other,fwd,sedan,silver,sc,4.0
20990,2019.0,Toyota,Toyota Camry,good,other,34454.0,clean,other,fwd,sedan,black,sc,4.0
12500,2012.0,Chevrolet,Chevrolet Silverado 1500,good,gas,116471.0,clean,automatic,4wd,truck,black,sc,8.0
20500,2014.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,121000.0,clean,automatic,4wd,truck,blue,sc,8.0
22590,2010.0,Chevrolet,Chevrolet Silverado 1500,good,gas,71229.0,clean,other,4wd,pickup,blue,sc,8.0
34990,2018.0,Ford,Ford F-150,good,gas,35965.0,clean,automatic,4wd,pickup,red,sc,6.0
39590,2019.0,Chevrolet,Chevrolet Silverado 1500,good,gas,23488.0,clean,other,4wd,pickup,black,sc,8.0
34590,2016.0,Chevrolet,Chevrolet Silverado 1500,good,gas,29499.0,clean,other,4wd,pickup,silver,sc,6.0
35990,2015.0,Chevrolet,Chevrolet Silverado 1500,good,other,33799.0,clean,other,4wd,pickup,Unknown,sc,8.0
41995,2018.0,Chevrolet,Chevrolet Silverado 1500,good,other,29095.0,clean,automatic,4wd,pickup,blue,sc,8.0
38999,2018.0,Ford,Ford F-150,excellent,gas,97484.0,clean,automatic,4wd,pickup,white,sc,6.0
34590,2018.0,Ford,Ford F-150,good,gas,20856.0,clean,other,4wd,pickup,white,sc,6.0
24590,2017.0,Chevrolet,Chevrolet Silverado 1500,good,gas,40784.0,clean,other,4wd,pickup,white,sc,6.0
13500,2007.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,119000.0,clean,automatic,4wd,pickup,white,sc,8.0
46999,2020.0,Chevrolet,Chevrolet Silverado 1500,good,gas,15429.0,clean,automatic,4wd,pickup,silver,sc,8.0
74999,2019.0,Ford,Ford F-150,good,gas,15388.0,clean,automatic,4wd,pickup,silver,sc,8.0
17590,2015.0,Toyota,Toyota Camry,good,gas,42590.0,clean,other,fwd,sedan,black,sc,4.0
12999,2013.0,Toyota,Toyota Camry,good,gas,124970.0,clean,automatic,fwd,sedan,grey,sc,4.0
16480,2011.0,Ford,Ford F-150,excellent,gas,160665.0,clean,automatic,4wd,pickup,Unknown,sc,8.0
16480,2011.0,Ford,Ford F-150,excellent,gas,160665.0,clean,automatic,4wd,pickup,Unknown,sc,8.0
13580,2014.0,Ford,Ford F-150,excellent,gas,112489.0,clean,automatic,4wd,pickup,Unknown,sc,8.0
26990,2016.0,Ford,Ford F-150,good,gas,14230.0,clean,other,4wd,pickup,black,sc,6.0
38990,2020.0,Ford,Ford F-150,good,gas,12231.0,clean,other,4wd,pickup,Unknown,sc,6.0
29990,2014.0,Chevrolet,Chevrolet Silverado 1500,good,gas,26129.0,clean,other,4wd,pickup,brown,sc,8.0
46999,2019.0,Ford,Ford F-150,excellent,gas,22245.0,clean,automatic,4wd,pickup,white,sc,8.0
26990,2014.0,Chevrolet,Chevrolet Silverado 1500,good,gas,63129.0,clean,automatic,4wd,pickup,black,sc,6.0
32990,2019.0,Chevrolet,Chevrolet Silverado 1500,good,other,6897.0,clean,other,4wd,pickup,black,sc,8.0
13998,2010.0,Chevrolet,Chevrolet Silverado 1500,like new,hybrid,149486.0,clean,automatic,rwd,truck,white,sc,8.0
4500,2008.0,Ford,Ford F-150,good,gas,167000.0,clean,automatic,4wd,pickup,Unknown,sc,8.0
22590,2013.0,Ford,Ford F-150,good,other,14169.0,clean,other,4wd,pickup,silver,sc,6.0
24990,2012.0,Chevrolet,Chevrolet Silverado 1500,good,gas,26460.0,clean,other,4wd,pickup,red,sc,8.0
38999,2018.0,Ford,Ford F-150,excellent,gas,97484.0,clean,automatic,4wd,pickup,white,sc,6.0
13580,2014.0,Ford,Ford F-150,excellent,gas,112489.0,clean,automatic,4wd,pickup,Unknown,sc,8.0
78609,2013.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,78609.0,clean,automatic,4wd,pickup,Unknown,sc,8.0
13580,2014.0,Ford,Ford F-150,fair,gas,112489.0,clean,automatic,4wd,pickup,Unknown,sc,8.0
35389,2015.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,82424.0,clean,automatic,4wd,pickup,white,sc,8.0
16480,2011.0,Ford,Ford F-150,excellent,gas,160665.0,clean,automatic,4wd,pickup,Unknown,sc,8.0
32999,2016.0,Chevrolet,Chevrolet Silverado 1500,good,gas,52593.0,clean,automatic,4wd,pickup,white,sc,6.0
40590,2018.0,Ford,Ford F-150,good,other,4713.0,clean,other,4wd,pickup,black,sc,6.0
42995,2020.0,Ford,Ford F-150,good,other,37154.0,clean,automatic,4wd,pickup,white,sc,8.0
36990,2017.0,Ford,Ford F-150,good,other,15443.0,clean,automatic,4wd,pickup,red,sc,6.0
43999,2019.0,Ford,Ford F-150,excellent,gas,7707.0,clean,automatic,4wd,pickup,black,sc,6.0
8999,2010.0,Ford,Ford F-150,good,gas,168000.0,clean,automatic,rwd,truck,white,sc,6.0
33850,2015.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,93000.0,clean,automatic,4wd,truck,black,sc,8.0
34990,2017.0,Chevrolet,Chevrolet Silverado 1500,good,other,30559.0,clean,other,4wd,pickup,white,sc,8.0
30998,2016.0,Ford,Ford F-150,like new,gas,77801.0,clean,automatic,4wd,truck,silver,sc,6.0
27395,2015.0,Ford,Ford F-150,like new,gas,87506.0,clean,automatic,4wd,truck,black,sc,6.0
22900,2014.0,Ford,Ford F-150,like new,gas,32561.0,clean,automatic,4wd,truck,grey,sc,6.0
23998,2019.0,Ford,Ford F-150,like new,gas,24635.0,clean,automatic,rwd,truck,silver,sc,6.0
38991,2020.0,Ford,Ford F-150,like new,gas,10554.0,clean,automatic,4wd,truck,silver,sc,6.0
35969,2017.0,Chevrolet,Chevrolet Silverado 1500,like new,gas,90170.0,clean,automatic,4wd,pickup,silver,sc,8.0
33590,2020.0,Chevrolet,Chevrolet Silverado 1500,good,other,15591.0,clean,other,4wd,pickup,white,sc,6.0
16480,2011.0,Ford,Ford F-150,excellent,gas,160665.0,clean,automatic,4wd,pickup,white,sc,8.0
13580,2014.0,Ford,Ford F-150,fair,gas,112489.0,clean,automatic,4wd,pickup,Unknown,sc,8.0
34999,2017.0,Ford,Ford F-150,good,other,62445.0,clean,automatic,4wd,pickup,grey,sc,6.0
48999,2020.0,Ford,Ford F-150,good,other,12988.0,clean,automatic,4wd,pickup,silver,sc,6.0
50999,2019.0,Ford,Ford F-150,like new,gas,12871.0,clean,automatic,4wd,pickup,white,sc,6.0
38999,2018.0,Ford,Ford F-150,excellent,gas,97484.0,clean,automatic,4wd,pickup,white,sc,6.0
46999,2019.0,Ford,Ford F-150,excellent,gas,22245.0,clean,automatic,4wd,pickup,white,sc,6.0
10500,2008.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,153152.0,clean,automatic,rwd,van,white,sc,6.0
46590,2020.0,Ford,Ford F-150,good,gas,12389.0,clean,other,4wd,pickup,white,sc,6.0
43999,2019.0,Ford,Ford F-150,excellent,gas,7707.0,clean,automatic,4wd,pickup,black,sc,6.0
44999,2019.0,Ford,Ford F-150,good,gas,32675.0,clean,automatic,4wd,pickup,black,sc,8.0
51999,2020.0,Chevrolet,Chevrolet Silverado 1500,like new,gas,16498.0,clean,automatic,4wd,pickup,black,sc,8.0
20590,2018.0,Toyota,Toyota Camry,good,gas,33835.0,clean,other,fwd,sedan,blue,sc,4.0
33590,2018.0,Ford,Ford F-150,good,other,38989.0,clean,other,4wd,pickup,Unknown,sc,6.0
13580,2014.0,Ford,Ford F-150,fair,gas,112489.0,clean,automatic,4wd,pickup,Unknown,sc,8.0
33590,2020.0,Chevrolet,Chevrolet Silverado 1500,good,gas,30457.0,clean,other,4wd,pickup,red,sc,8.0
36999,2018.0,Ford,Ford F-150,excellent,gas,34716.0,clean,automatic,4wd,pickup,white,sc,6.0
23999,2013.0,Ford,Ford F-150,fair,gas,113364.0,clean,automatic,4wd,pickup,black,sc,8.0
42999,2019.0,Chevrolet,Chevrolet Silverado 1500,good,gas,27348.0,clean,automatic,4wd,pickup,black,sc,8.0
14900,2010.0,Chevrolet,Chevrolet Silverado 1500,good,gas,179273.0,clean,automatic,4wd,truck,grey,sc,8.0
33999,2017.0,Ford,Ford F-150,good,gas,75555.0,clean,automatic,4wd,pickup,white,sc,6.0
20500,2014.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,121000.0,clean,automatic,4wd,truck,blue,sc,8.0
40599,2019.0,Chevrolet,Chevrolet Silverado 1500,good,gas,13081.0,clean,automatic,4wd,pickup,black,sc,8.0
46999,2020.0,Chevrolet,Chevrolet Silverado 1500,good,gas,4211.0,clean,automatic,4wd,pickup,blue,sc,8.0
43999,2017.0,Ford,Ford F-150,good,gas,52938.0,clean,automatic,4wd,pickup,black,sc,8.0
3200,2000.0,Toyota,Toyota Camry,good,gas,120432.0,clean,automatic,fwd,sedan,grey,sc,4.0
25998,2014.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,139000.0,clean,automatic,4wd,truck,brown,sc,8.0
34999,2017.0,Ford,Ford F-150,good,gas,62445.0,clean,automatic,4wd,pickup,grey,sc,6.0
37590,2017.0,Ford,Ford F-150,good,gas,72947.0,clean,automatic,4wd,pickup,black,sc,6.0
4500,2002.0,Ford,Ford F-150,good,gas,242000.0,clean,automatic,4wd,pickup,blue,sd,8.0
27000,2015.0,Ford,Ford F-150,good,gas,130000.0,clean,automatic,4wd,pickup,white,sd,6.0
39000,2017.0,Chevrolet,Chevrolet Silverado 1500,good,gas,49000.0,clean,automatic,4wd,pickup,white,sd,8.0
8500,2007.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,201000.0,clean,automatic,4wd,truck,white,sd,6.0
800,1994.0,Chevrolet,Chevrolet Silverado 1500,fair,gas,123000.0,clean,manual,rwd,pickup,blue,sd,6.0
10999,2006.0,Ford,Ford F-150,excellent,gas,107000.0,clean,automatic,4wd,truck,black,sd,8.0
39950,2016.0,Ford,Ford F-150,excellent,gas,52319.0,clean,automatic,4wd,pickup,Unknown,sd,8.0
23998,2013.0,Ford,Ford F-150,good,gas,77889.0,clean,automatic,4wd,pickup,Unknown,sd,6.0
14998,2011.0,Chevrolet,Chevrolet Silverado 1500,good,gas,192791.0,clean,automatic,4wd,pickup,Unknown,sd,8.0
21500,2003.0,Ford,Ford F-150,excellent,gas,28086.0,clean,automatic,rwd,truck,white,sd,5.0
35900,2016.0,Ford,Ford F-150,excellent,gas,60571.0,clean,automatic,4wd,truck,white,sd,8.0
33500,2000.0,Ford,Ford F-150,excellent,gas,28000.0,clean,automatic,4wd,pickup,Unknown,sd,8.0
29900,2015.0,Ford,Ford F-150,good,gas,105818.0,clean,automatic,4wd,truck,black,sd,8.0
28900,2016.0,Ford,Ford F-150,excellent,gas,107899.0,clean,automatic,4wd,truck,grey,sd,8.0
5500,2004.0,Ford,Ford F-150,good,gas,152000.0,clean,automatic,4wd,truck,red,sd,8.0
28900,2014.0,Ford,Ford F-150,excellent,gas,118519.0,clean,automatic,4wd,truck,silver,sd,8.0
27900,2013.0,Ford,Ford F-150,excellent,gas,114105.0,clean,automatic,4wd,truck,red,sd,8.0
23900,2015.0,Ford,Ford F-150,good,gas,79287.0,clean,automatic,4wd,truck,Unknown,sd,6.0
31901,2014.0,Ford,Ford F-150,excellent,gas,67525.0,clean,automatic,4wd,truck,red,sd,6.0
37900,2018.0,Ford,Ford F-150,like new,gas,56754.0,clean,automatic,4wd,truck,white,sd,6.0
15901,2012.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,170497.0,clean,automatic,4wd,truck,black,sd,8.0
26901,2013.0,Ford,Ford F-150,excellent,gas,85427.0,clean,automatic,4wd,truck,yellow,sd,6.0
30901,2016.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,48481.0,clean,automatic,4wd,truck,white,sd,8.0
41437,2017.0,Ford,Ford F-150,like new,gas,69423.0,clean,automatic,4wd,truck,blue,sd,6.0
18987,2013.0,Ford,Ford F-150,excellent,gas,143835.0,clean,automatic,4wd,truck,white,sd,8.0
